日期,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2019-08-26,42.46,46.02,47.25,42.46,102368,464589568.00,10.99,5.57,2.43,24.97
2019-08-27,45.55,46.20,46.84,45.26,78710,364661184.00,3.43,0.39,0.18,19.20
2019-08-28,46.79,50.85,50.85,46.35,116897,567813744.00,9.74,10.06,4.65,28.51
2019-08-29,49.95,48.39,50.75,48.05,90183,445572784.00,5.31,-4.84,-2.46,22.00
2019-08-30,47.89,48.64,49.63,46.45,76724,369414192.00,6.57,0.52,0.25,18.71
2019-09-02,47.98,51.47,52.28,47.62,94386,475032768.00,9.58,5.82,2.83,23.02
2019-09-03,51.01,52.45,53.62,50.41,87618,459035376.00,6.24,1.90,0.98,21.37
2019-09-04,52.42,52.07,53.43,51.55,56468,297259872.00,3.58,-0.72,-0.38,13.77
2019-09-05,52.50,52.63,52.95,51.62,58445,306674128.00,2.55,1.08,0.56,14.25
2019-09-06,52.57,51.85,53.20,50.88,49342,257845460.00,4.41,-1.48,-0.78,12.03
2019-09-09,52.15,55.94,56.95,51.56,69195,376088384.00,10.40,7.89,4.09,16.88
2019-09-10,55.14,57.91,59.63,55.10,72913,421928208.00,8.10,3.52,1.97,17.78
2019-09-11,57.91,57.56,58.55,56.33,46769,268744544.00,3.83,-0.60,-0.35,11.41
2019-09-12,57.63,61.71,62.75,57.25,77911,472594784.00,9.56,7.21,4.15,19.00
2019-09-16,61.12,62.56,63.57,60.76,58055,360780000.00,4.55,1.38,0.85,14.16
2019-09-17,62.26,64.51,66.33,61.43,78281,503148864.00,7.83,3.12,1.95,19.09
2019-09-18,64.45,68.87,70.99,63.55,99414,681291232.00,11.53,6.76,4.36,24.25
2019-09-19,68.55,75.78,75.78,67.57,113891,830888160.00,11.92,10.03,6.91,27.78
2019-09-20,75.71,68.18,77.99,68.18,155904,1123181456.00,12.95,-10.03,-7.60,38.03
2019-09-23,64.71,63.57,66.23,62.88,107373,689995312.00,4.91,-6.76,-4.61,26.19
2019-09-24,64.35,69.95,69.95,63.78,116737,782768784.00,9.71,10.04,6.38,28.47
2019-09-25,71.25,75.52,76.74,69.05,120810,888729712.00,10.99,7.96,5.57,29.47
2019-09-26,74.75,70.76,81.25,67.94,138432,1000773824.00,17.62,-6.30,-4.76,33.76
2019-09-27,67.75,67.12,71.26,66.21,75243,515418688.00,7.14,-5.14,-3.64,18.35
2019-09-30,67.39,67.54,70.60,66.95,59169,408288112.00,5.44,0.63,0.42,14.43
2019-10-08,68.63,64.41,69.13,64.25,65817,437028240.00,7.23,-4.63,-3.13,16.05
2019-10-09,63.33,64.29,64.73,60.55,53707,339118960.00,6.49,-0.19,-0.12,13.10
2019-10-10,64.20,70.10,70.13,63.91,78637,533852928.00,9.67,9.04,5.81,19.18
2019-10-11,69.66,68.35,71.23,68.16,55426,386481584.00,4.38,-2.50,-1.75,13.52
2019-10-14,69.05,71.35,72.41,69.05,65057,463252336.00,4.92,4.39,3.00,15.87
2019-10-15,64.85,66.50,69.03,64.85,92963,621389360.00,5.86,-6.80,-4.85,22.67
2019-10-16,67.02,66.25,67.95,64.83,52402,349056368.00,4.69,-0.38,-0.25,12.78
2019-10-17,66.20,64.35,67.04,63.75,52517,341488576.00,4.97,-2.87,-1.90,12.81
2019-10-18,63.95,64.86,67.03,62.40,62050,406175424.00,7.20,0.79,0.51,15.13
2019-10-21,65.61,61.51,65.61,60.95,50116,314019264.00,7.18,-5.16,-3.35,12.22
2019-10-22,62.30,62.93,63.95,61.86,36585,230942612.00,3.40,2.31,1.42,8.92
2019-10-23,63.35,63.10,64.41,62.55,34514,219831676.00,2.96,0.27,0.17,8.42
2019-10-24,62.73,64.06,64.21,58.77,62164,384288672.00,8.62,1.52,0.96,15.16
2019-10-25,63.30,65.13,66.09,62.90,59204,385518336.00,4.98,1.67,1.07,14.44
2019-10-28,62.61,64.39,65.15,61.83,40335,258787136.00,5.10,-1.14,-0.74,9.84
2019-10-29,64.58,64.65,67.42,63.25,59023,390080224.00,6.48,0.40,0.26,14.40
2019-10-30,63.65,69.19,70.96,62.75,92771,631403712.00,12.70,7.02,4.54,22.63
2019-10-31,69.19,70.06,70.52,67.23,70273,488126752.00,4.76,1.26,0.87,17.14
2019-11-01,69.35,68.95,69.97,67.14,57009,391636112.00,4.04,-1.58,-1.11,13.90
2019-11-04,68.35,68.97,70.44,68.27,53274,370145520.00,3.15,0.03,0.02,12.99
2019-11-05,68.85,66.76,69.23,66.43,60163,405949344.00,4.06,-3.20,-2.21,14.67
2019-11-06,65.85,63.09,66.62,62.99,61282,395372736.00,5.44,-5.50,-3.67,14.95
2019-11-07,62.83,63.61,64.63,62.55,28142,179967270.00,3.30,0.82,0.52,6.86
2019-11-08,64.48,63.68,64.49,62.90,30369,194251435.00,2.50,0.11,0.07,7.41
2019-11-11,63.89,62.85,63.95,61.24,31563,198016465.00,4.26,-1.30,-0.83,7.70
2019-11-12,63.11,63.08,63.97,62.33,23956,151662318.00,2.61,0.37,0.23,5.84
2019-11-13,62.52,61.34,63.23,61.05,30076,185980508.00,3.46,-2.76,-1.74,7.34
2019-11-14,61.45,62.39,62.98,60.34,37882,235613140.00,4.30,1.71,1.05,9.24
2019-11-15,62.05,61.42,62.51,61.25,20546,127331732.00,2.02,-1.55,-0.97,5.01
2019-11-18,61.41,61.65,61.95,60.87,13892,85928446.00,1.76,0.37,0.23,3.39
2019-11-19,61.96,62.74,63.35,61.65,27204,170924424.00,2.76,1.77,1.09,6.64
2019-11-20,62.10,62.33,63.50,62.10,20733,130389200.00,2.23,-0.65,-0.41,5.06
2019-11-21,62.01,58.80,62.01,58.75,45837,275654240.00,5.23,-5.66,-3.53,11.18
2019-11-22,58.83,56.28,59.69,55.75,44212,253652703.00,6.70,-4.29,-2.52,10.78
2019-11-25,55.61,57.13,57.52,53.25,40709,225644552.00,7.59,1.51,0.85,9.93
2019-11-26,56.75,57.05,57.65,56.48,14856,85002336.00,2.05,-0.14,-0.08,3.62
2019-11-27,57.15,56.52,57.43,56.09,13017,74166743.00,2.35,-0.93,-0.53,3.17
2019-11-28,56.75,56.55,57.17,56.35,9838,55970319.00,1.45,0.05,0.03,2.40
2019-11-29,56.70,54.84,56.70,54.25,15914,88066154.00,4.33,-3.02,-1.71,3.88
2019-12-02,53.78,53.64,55.03,53.60,15713,85367168.00,2.61,-2.19,-1.20,3.83
2019-12-03,53.38,57.04,58.59,52.15,33904,188864036.00,12.01,6.34,3.40,8.27
2019-12-04,56.17,55.97,57.00,55.66,18354,103349788.00,2.35,-1.88,-1.07,4.48
2019-12-05,55.92,56.96,57.60,55.75,18921,108358142.00,3.31,1.77,0.99,4.61
2019-12-06,56.75,57.76,57.84,56.60,17733,102126879.00,2.18,1.40,0.80,4.33
2019-12-09,57.93,60.39,61.53,57.46,32019,193014331.00,7.05,4.55,2.63,7.81
2019-12-10,60.26,60.76,61.20,59.25,26234,158894365.00,3.23,0.61,0.37,6.40
2019-12-11,60.35,61.00,62.24,59.83,27064,165993712.00,3.97,0.39,0.24,6.60
2019-12-12,60.88,61.67,62.54,60.66,24979,154969009.00,3.08,1.10,0.67,6.09
2019-12-13,61.70,62.87,63.22,61.70,24068,151373817.00,2.46,1.95,1.20,5.87
2019-12-16,62.75,65.98,66.45,62.60,38006,247579288.00,6.12,4.95,3.11,9.27
2019-12-17,65.57,65.46,66.63,63.76,33468,217765052.00,4.35,-0.79,-0.52,8.16
2019-12-18,64.85,62.67,65.74,62.33,33334,212963988.00,5.21,-4.26,-2.79,8.13
2019-12-19,62.75,63.83,64.15,62.05,20764,132177612.00,3.35,1.85,1.16,5.06
2019-12-20,63.41,61.62,64.21,61.49,20871,131098506.00,4.26,-3.46,-2.21,5.09
2019-12-23,61.25,62.05,63.25,60.78,18380,114909797.00,4.01,0.70,0.43,4.48
2019-12-24,62.20,62.26,62.60,60.55,14393,89267695.00,3.30,0.34,0.21,3.51
2019-12-25,61.93,63.84,64.25,61.35,22885,145637008.00,4.66,2.54,1.58,5.58
2019-12-26,64.25,64.60,65.13,63.20,25890,167191972.00,3.02,1.19,0.76,6.31
2019-12-27,65.27,62.34,66.24,62.33,27321,176618671.00,6.05,-3.50,-2.26,6.66
2019-12-30,62.45,64.16,65.52,62.45,28540,184146232.00,4.92,2.92,1.82,6.96
2019-12-31,63.69,64.12,65.10,63.15,19522,125411118.00,3.04,-0.06,-0.04,4.76
2020-01-02,64.75,68.25,69.26,64.01,44477,297527824.00,8.19,6.44,4.13,10.85
2020-01-03,68.25,67.01,69.41,66.45,28274,191885203.00,4.34,-1.82,-1.24,6.90
2020-01-06,66.24,68.55,69.03,65.95,31204,212157696.00,4.60,2.30,1.54,7.61
2020-01-07,67.76,71.83,72.27,67.60,39450,279631392.00,6.81,4.78,3.28,9.62
2020-01-08,70.63,70.97,74.05,69.98,30273,217708190.00,5.67,-1.20,-0.86,7.38
2020-01-09,72.59,71.66,73.12,70.24,20824,149072863.00,4.06,0.97,0.69,5.08
2020-01-10,71.77,71.81,72.37,70.50,24776,178086600.00,2.61,0.21,0.15,6.04
2020-01-13,72.31,70.59,72.35,69.99,23839,169465116.00,3.29,-1.70,-1.22,5.81
2020-01-14,70.60,68.73,71.10,68.30,28082,194561041.00,3.97,-2.63,-1.86,6.85
2020-01-15,68.75,68.51,69.74,68.07,17322,119509185.00,2.43,-0.32,-0.22,4.22
2020-01-16,68.29,68.40,69.24,68.26,13584,93520400.00,1.43,-0.16,-0.11,3.31
2020-01-17,68.86,69.71,70.43,67.83,23917,165933767.00,3.80,1.92,1.31,5.83
2020-01-20,69.06,67.75,69.71,67.61,27867,191144649.00,3.01,-2.81,-1.96,6.80
2020-01-21,67.52,64.28,67.55,63.95,29251,191304991.00,5.31,-5.12,-3.47,7.13
2020-01-22,64.28,64.50,65.44,61.75,22483,144553141.00,5.74,0.34,0.22,5.48
2020-01-23,64.73,61.30,64.73,60.75,19811,124245170.00,6.17,-4.96,-3.20,4.83
2020-02-03,55.15,55.15,55.15,55.15,3166,17539640.00,0.00,-10.03,-6.15,0.77
2020-02-04,49.61,56.06,56.06,49.61,47941,253602079.00,11.70,1.65,0.91,11.69
2020-02-05,56.05,55.53,57.75,54.20,29190,164448539.00,6.33,-0.95,-0.53,7.12
2020-02-06,54.93,58.58,60.01,54.75,34889,202718476.00,9.47,5.49,3.05,8.51
2020-02-07,59.17,57.77,59.90,57.00,27577,161806147.00,4.95,-1.38,-0.81,6.73
2020-02-10,57.25,59.26,59.44,56.80,23732,139185034.00,4.57,2.58,1.49,5.79
2020-02-11,59.09,58.70,60.00,58.30,13392,79046082.00,2.87,-0.94,-0.56,3.27
2020-02-12,58.67,58.79,59.05,58.35,13074,77057818.00,1.19,0.15,0.09,3.19
2020-02-13,58.75,57.72,58.79,57.24,15332,89131703.00,2.64,-1.82,-1.07,3.74
2020-02-14,58.34,57.77,58.75,51.92,13463,78266030.00,11.83,0.09,0.05,3.28
2020-02-17,57.89,59.32,59.40,57.47,16602,98116094.00,3.34,2.68,1.55,4.05
2020-02-18,59.56,65.28,65.28,59.45,30326,194227332.00,9.83,10.05,5.96,7.40
2020-02-19,67.74,67.08,69.25,65.74,42098,286129056.00,5.38,2.76,1.80,10.27
2020-02-20,68.62,69.25,69.83,66.88,32542,224972960.00,4.40,3.23,2.17,7.94
2020-02-21,68.55,68.38,69.51,67.77,25043,172286891.00,2.51,-1.26,-0.87,6.11
2020-02-24,68.38,68.09,69.35,67.80,25293,173609078.00,2.27,-0.42,-0.29,6.17
2020-02-25,65.05,67.24,68.60,64.78,28062,187485916.00,5.61,-1.25,-0.85,6.84
2020-02-26,65.64,63.94,67.14,63.52,20893,136672175.00,5.38,-4.91,-3.30,5.10
2020-02-27,64.23,66.25,67.73,64.00,25675,170252029.00,5.83,3.61,2.31,6.26
2020-02-28,62.75,60.96,65.64,60.33,25867,161795632.00,8.02,-7.98,-5.29,6.31
2020-03-02,62.35,63.76,65.64,60.85,21419,136361122.00,7.86,4.59,2.80,5.22
2020-03-03,64.95,67.25,70.11,63.76,35218,239915217.00,9.96,5.47,3.49,8.59
2020-03-04,65.80,69.70,69.75,65.76,35343,243838950.00,5.93,3.64,2.45,8.62
2020-03-05,70.75,72.35,73.05,69.08,36947,265132592.00,5.70,3.80,2.65,9.01
2020-03-06,71.51,69.05,71.51,68.45,22469,157249106.00,4.23,-4.56,-3.30,5.48
2020-03-09,67.59,65.29,69.51,65.05,19926,134257783.00,6.46,-5.45,-3.76,4.86
2020-03-10,65.25,67.64,67.80,63.85,18945,125733362.00,6.05,3.60,2.35,4.62
2020-03-11,68.30,66.75,69.24,65.96,15620,106000062.00,4.85,-1.32,-0.89,3.81
2020-03-12,66.75,64.23,66.94,63.15,15469,100127801.00,5.68,-3.78,-2.52,3.77
2020-03-13,60.65,64.74,66.63,59.85,16159,103981828.00,10.56,0.79,0.51,3.94
2020-03-16,65.21,63.76,66.75,63.52,18957,123951357.00,4.99,-1.51,-0.98,4.62
2020-03-17,65.22,61.73,65.22,60.75,10590,66179934.00,7.01,-3.18,-2.03,2.58
2020-03-18,61.86,61.65,64.54,61.41,9235,58375897.00,5.07,-0.13,-0.08,2.25
2020-03-19,61.09,61.40,62.61,59.92,13584,83362358.00,4.36,-0.41,-0.25,3.31
2020-03-20,62.15,62.24,62.44,61.15,8556,53199616.00,2.10,1.37,0.84,2.09
2020-03-23,60.55,60.73,63.56,60.35,15505,96420117.00,5.16,-2.43,-1.51,3.78
2020-03-24,61.18,63.25,63.26,60.55,12077,75196132.00,4.46,4.15,2.52,2.95
2020-03-25,64.35,67.22,67.60,63.75,18916,124506081.00,6.09,6.28,3.97,4.61
2020-03-26,65.95,68.63,69.75,65.95,25406,173917589.00,5.65,2.10,1.41,6.20
2020-03-27,68.75,69.95,71.73,68.43,20395,143714915.00,4.81,1.92,1.32,4.97
2020-03-30,69.74,69.61,71.24,68.15,15373,107665115.00,4.42,-0.49,-0.34,3.75
2020-03-31,70.42,76.60,76.60,69.75,30649,226424128.00,9.84,10.04,6.99,7.48
2020-04-01,75.70,78.75,81.43,74.77,31196,243218298.00,8.69,2.81,2.15,7.61
2020-04-02,76.05,76.75,77.85,74.75,22970,175365633.00,3.94,-2.54,-2.00,5.60
2020-04-03,76.55,77.52,79.65,75.91,14968,116837383.00,4.87,1.00,0.77,3.65
2020-04-07,79.52,78.58,79.83,76.26,16475,128727810.00,4.61,1.37,1.06,4.02
2020-04-08,77.95,74.48,77.95,74.25,21694,163666774.00,4.71,-5.22,-4.10,5.29
2020-04-09,75.65,77.44,78.16,74.20,18347,140961586.00,5.32,3.97,2.96,4.47
2020-04-10,74.75,71.81,75.24,70.06,26956,195927365.00,6.69,-7.27,-5.63,6.57
2020-04-13,71.89,72.05,72.52,69.27,19394,138102778.00,4.53,0.33,0.24,4.73
2020-04-14,71.76,79.28,79.28,71.76,27003,205772655.00,10.44,10.03,7.23,6.59
2020-04-15,80.75,82.13,82.16,77.97,24879,201607364.00,5.29,3.59,2.85,6.07
2020-04-16,80.61,77.35,80.61,76.78,20362,158743049.00,4.66,-5.82,-4.78,4.97
2020-04-17,76.75,77.95,78.17,75.76,12614,97016812.00,3.12,0.78,0.60,3.08
2020-04-20,76.41,77.96,79.75,76.30,12733,99979680.00,4.43,0.01,0.01,3.11
2020-04-21,77.98,78.13,78.55,74.92,11456,88255012.00,4.66,0.22,0.17,2.79
2020-04-22,77.05,80.65,81.95,76.58,22544,180699079.00,6.87,3.23,2.52,5.50
2020-04-23,80.34,79.91,84.75,78.55,23900,194723813.00,7.69,-0.92,-0.74,5.83
2020-04-24,79.13,77.25,80.86,76.76,13978,109367281.00,5.13,-3.33,-2.66,3.41
2020-04-27,76.84,78.33,79.74,75.48,16689,130542161.00,5.51,1.40,1.08,4.07
2020-04-28,78.53,82.87,85.60,75.70,28109,229795332.00,12.64,5.80,4.54,6.86
2020-04-29,82.76,81.30,84.75,80.55,22855,189129767.00,5.07,-1.89,-1.57,5.57
2020-04-30,81.30,78.37,82.23,76.25,31765,248583253.00,7.36,-3.60,-2.93,7.75
